school_name,rank,professor_name,department,faculty_url,lab_url,source_type,notes,research_description,research_tags,recent_work_cues,ra_opportunity_cues,advising_cues,uncertainty_flags
University of Texas at Dallas,55,Nicholas Ruozzi,UT Dallas SSO Login,http://cs.utdallas.edu/people/faculty/nicholas-ruozzi,,faculty_page,"areas=ai,mlmining; verified_by=official_domain","School of Arts, Humanities, and Technology School of Behavioral and Brain Sciences Erik Jonsson School of Engineering and Computer Science School of Economic, Political and Policy Sciences School of Interdisciplinary Studies Naveen Jindal School of Management School of Natural Sciences and Mathematics Browse All...",machine learning,UNKNOWN,UNKNOWN,UNKNOWN,missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
University of Texas at Dallas,55,Sanda M. Harabagiu,UT Dallas SSO Login,http://www.utdallas.edu/~sanda,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain","My research interests include Natural Language Processing, Information Retrieval, Knowledge Processing, Artificial Intelligence and more recently Medical Informatics.",artificial intelligence; natural language processing; language models; information retrieval,UNKNOWN,Prospective students: I am actively looking for strong and motivated PhD students to join our group!,Prospective students: I am actively looking for strong and motivated PhD students to join our group!,missing_recent_work_cues
University of Texas at Dallas,55,Soneya Binta Hossain,UT Dallas SSO Login,https://assert-lab.github.io,https://assert-lab.github.io,lab_page,areas=mlmining; verified_by=lab_page+school_name_on_page,"Our research spans program analysis, testing, debugging, bug localization, and repair, with a focus on responsibly integrating modern AI methods, including large language models and agentic systems, into automated software engineering workflows.",artificial intelligence; language models,"Skip to primary navigation Skip to content Skip to footer Home Team News Publications Teaching Toggle menu Dr. || If you are interested, we encourage you to take a look at our recent work and reach out with your thoughts on what current approaches miss and where the field could go next.",UNKNOWN,UNKNOWN,missing_ra_opportunity_cues; missing_advising_cues
University of Texas at Dallas,55,Sriraam Natarajan,UT Dallas SSO Login,http://utdallas.edu/~sxn177430,,faculty_page,"areas=ai,mlmining; verified_by=official_domain",Sriraam Natarajan My research interests lie in the fields of Artificial Intelligence and Machine Learning and their application to healthcare problems.,artificial intelligence; machine learning; natural language processing; robotics; reinforcement learning; data mining,I am humbled and honored to be selected as a AAAI Fellow this year (2025). || I am humbled to be selected as a AAAI program co-chair and general co-chair of CODS-COMAD 2024.,UNKNOWN,UNKNOWN,missing_ra_opportunity_cues; missing_advising_cues
University of Texas at Dallas,55,Tien N. Nguyen,UT Dallas SSO Login,http://www.utdallas.edu/~tien.n.nguyen,,faculty_page,areas=nlp; verified_by=official_domain,UNKNOWN,artificial intelligence; machine learning; natural language processing,UNKNOWN,UNKNOWN,UNKNOWN,missing_research_description; missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
University of Texas at Dallas,55,Vibhav Gogate,UT Dallas SSO Login,https://personal.utdallas.edu/~vibhav.gogate/index.html,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain",UNKNOWN,artificial intelligence; machine learning; deep learning,UNKNOWN,UNKNOWN,UNKNOWN,missing_research_description; missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
University of Texas at Dallas,55,Vincent Ng 0001,UT Dallas SSO Login,http://www.hlt.utdallas.edu/~vince,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,fetch_failed; missing_research_description; missing_research_tags; missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
University of Texas at Dallas,55,Weili Wu 0001,UT Dallas SSO Login,http://www.utdallas.edu/~weiliwu,,faculty_page,areas=mlmining; verified_by=official_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,missing_research_description; missing_research_tags; missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
University of Texas at Dallas,55,Xiaohu Guo,UT Dallas SSO Login,https://www.utdallas.edu/~xxg061000,,faculty_page,"areas=ai,vision; verified_by=official_domain","His research interests include Computer Graphics, Computer Vision, Medical Imaging, with an emphasis on Geometric Modeling and Processing problems.",artificial intelligence; computer vision; medical imaging; robotics,"He received the prestigious NSF CAREER Award in 2012, SIGGRAPH Best Paper Award in 2023, and CVM Best Paper Award in 2025. || He has been serving as the Program Co-chairs of the 2026 Symposium on Solid and Physical Modeling (SPM'2026) , 2025 Symposium on Solid and Physical Modeling (SPM'2025) , and 2016 International Conference on Geometric Modeling and Processing (GMP'2016), serving on the Organizing Commitees of the International Meshing...",UNKNOWN,NEWS: Our PhD student Ningna Wang was selected as one of the WiGRAPH's 2025 Rising Stars and one of the MIT EECS Rising Stars 2025!,missing_ra_opportunity_cues
Rochester Inst. of Technology,57,Andrew Meneely,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,http://www.se.rit.edu/~andy,,faculty_page,areas=nlp; verified_by=official_domain,UNKNOWN,machine learning; data mining,Recent Publications Analyzing Security Data Andrew Meneely The Art and Science of Analyzing Software Data pp.,UNKNOWN,UNKNOWN,missing_research_description; missing_ra_opportunity_cues; missing_advising_cues
Rochester Inst. of Technology,57,Anne R. Haake,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/gccis/anne-haake,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,missing_research_description; missing_research_tags; missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
Rochester Inst. of Technology,57,Ashiqur R. KhudaBukhsh,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/directory/axkvse-ashique-khudabukhsh,,faculty_page,"areas=ai,nlp; verified_by=official_domain",Students will be introduced to the data science masters program along with potential projects which they will develop over the course of this series in con-junction with the applied data science directed studies.,artificial intelligence; machine learning; natural language processing; language models,"KhudaBukhsh has been selected for the New Faculty Highlight program at AAAI 2024 and was the recipient of the RIT GGCIS Emerging Scholar Award in 2023. || (Completion of 9 semester hours is needed for enrollment) In the News --> February 20, 2026 RIT researchers find that AI chatbots have a truth problem WXXI speaks to Ashique KhudaBukhsh, assistant professor in the Department of Software Engineering, about stress testing large language models to see how susceptible...",UNKNOWN,UNKNOWN,missing_ra_opportunity_cues; missing_advising_cues
Rochester Inst. of Technology,57,Bartosz Krawczyk,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/directory/bxkcis-bartosz-krawczyk,,faculty_page,areas=ai; verified_by=official_domain,"His current research interests include continual learning, data streams, concept drift, class imbalance, ensemble learning, and XAI.",machine learning; deep learning; computer vision,"Machine Learning 113: 3751–3769 (2024) Gabriel Aguiar, Bartosz Krawczyk, Alberto Cano: A survey on learning from imbalanced data streams: taxonomy, challenges, empirical study, and reproducible experimental framework. || Machine Learning 113: 4165–4243 (2024) Damien Dablain, Bartosz Krawczyk, Nitesh V.",UNKNOWN,UNKNOWN,missing_ra_opportunity_cues; missing_advising_cues
Rochester Inst. of Technology,57,Christopher Homan,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.cs.rit.edu/~cmh,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain",Associate Professor Computer Science Golisano College of Computing and Information Sciences Are you interested in learning more about our research?,artificial intelligence; machine learning,"Join Us > News All Stories > 2020-06-10 Paper accepted by the International Public knowledge and attitudes towards bystander cardiopulmonary resuscitation (CPR) in Ghana, West Africa by Anto-Ocrah, M., Maxwell, N., Cushman, J., Acheampong, E., Kodam, R. || Address and Phone Rochester Institute of Technology 54 Lomb Memorial Drive Rochester, NY 14623-5604 Get Daily News & Events --> Footer Main navigation Research People Publications Christopher Homan Research Christopher Homan People Publications Research People Publications Christopher Homan RIT logo and full name...",UNKNOWN,UNKNOWN,missing_ra_opportunity_cues; missing_advising_cues
Rochester Inst. of Technology,57,Edith Hemaspaandra,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.cs.rit.edu/~eh,,faculty_page,areas=ai; verified_by=official_domain,UNKNOWN,UNKNOWN,"Department of Computer Science Rochester Institute of Technology 102 Lomb Memorial Drive Rochester, NY 14623-5608 Email: eh at cs.rit.edu Courses Spring 2025 Intro to CS Theory, CSCI 262-01, MWF 10:00am-10:50am, GOL-3435. || (If unsure about whether to take this course, please email me.) Office Hours Spring 2025; in-person and/or on zoom Monday 1:00-1:30pm and 3:00-3:30pm; Tuesday 1:45-3:45pm in GOL-3672, breakout room 4; and, if you can't make any of the above times, by appointment.",UNKNOWN,UNKNOWN,missing_research_description; missing_research_tags; missing_ra_opportunity_cues; missing_advising_cues
Rochester Inst. of Technology,57,Ivona Bezáková,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.cs.rit.edu/~ib,,faculty_page,"areas=ai,mlmining; verified_by=official_domain",UNKNOWN,machine learning,Preprint.--> Chronological list of all publications (and their pdfs) Selected Presentations and Posters Faster Simulated Annealing Algorithms for Combinatorial Counting Binary Contingency Tables in Theory and Practice Graph Model Selection using Maximum Likelihood Poster: Graph Model Selection using Maximum...,UNKNOWN,UNKNOWN,missing_research_description; missing_ra_opportunity_cues; missing_advising_cues
Rochester Inst. of Technology,57,Jessica D. Bayliss,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/gccis/igm/jessica-bayliss,,faculty_page,areas=mlmining; verified_by=official_domain,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,fetch_failed; missing_research_description; missing_research_tags; missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
Rochester Inst. of Technology,57,Linwei Wang,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/gccis/linwei-wang,,faculty_page,"areas=mlmining,nlp,vision; verified_by=official_domain",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,fetch_failed; missing_research_description; missing_research_tags; missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
Rochester Inst. of Technology,57,M. Mustafa Rafique,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://cs.rit.edu/~mrafique,,faculty_page,areas=nlp; verified_by=official_domain,UNKNOWN,artificial intelligence; machine learning; deep learning; natural language processing; language models,"Mustafa Rafique Menu Bio Publications Research Interests Teaching Contact News M. || Recent Publications Avinash Kumar Maurya, M.",UNKNOWN,UNKNOWN,missing_research_description; missing_ra_opportunity_cues; missing_advising_cues
Rochester Inst. of Technology,57,Matt Huenerfauth,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,http://huenerfauth.ist.rit.edu,,faculty_page,areas=nlp; verified_by=official_domain,UNKNOWN,UNKNOWN,"News and World Reports Best Colleges Rankings 2024 , and it is the second largest producer of undergraduate STEM degrees among private U.S. || © 2009-2023 Matt Huenerfauth",UNKNOWN,UNKNOWN,missing_research_description; missing_research_tags; missing_ra_opportunity_cues; missing_advising_cues
Rochester Inst. of Technology,57,Mohan Kumar,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.cs.rit.edu/~mjk,,faculty_page,areas=mlmining; verified_by=official_domain,UNKNOWN,UNKNOWN,Index of /~mjk Index of /~mjk Name Last modified Size Description Parent Directory - css/ 2013-09-12 14:29 - images/ 2013-09-19 11:45 - index.fld/ 2026-01-31 08:42 - index.pdf 2026-02-17 14:55 284K index1.html 2026-01-30 20:54 156K js/ 2013-09-12 14:29 - navigation.html 2013-09-19 11:45 333 pastprojects/ 2017-02-23...,UNKNOWN,UNKNOWN,missing_research_description; missing_research_tags; missing_ra_opportunity_cues; missing_advising_cues
Rochester Inst. of Technology,57,Nathan D. Cahill,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://people.rit.edu/ndcsma,,faculty_page,areas=vision; verified_by=official_domain,UNKNOWN,machine learning; computer vision,UNKNOWN,UNKNOWN,UNKNOWN,missing_research_description; missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
Rochester Inst. of Technology,57,Peizhao Hu,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.cs.rit.edu/~ph,,faculty_page,areas=nlp; verified_by=official_domain,UNKNOWN,machine learning,"News | SpiRITlab Skip to main content SpiRITlab Security and Privacy research for Intelligent analytics @ RIT Main navigation Show — Main navigation Hide — Main navigation Home Research Students Publications Services Teaching Outreach My name is Peizhao Hu. || News Invited to serve as program vice chair for PerCom2022 , 1 year ago Invited to the organizing committee of PETS2021 , 1 year ago Co-chairing PerCom2021 Workshops , 2 years ago Visiting Microsoft Research for Homomorphic Encryption , 2 years ago Invited to co-chair PerCom2021 Workshops , 2 years ago Pagination...",UNKNOWN,UNKNOWN,missing_research_description; missing_ra_opportunity_cues; missing_advising_cues
Rochester Inst. of Technology,57,Pengcheng Shi,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/gccis/pengcheng-shi,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain",UNKNOWN,artificial intelligence; computer vision; bioinformatics; medical imaging; reinforcement learning; data mining,Visit Campus Experiential Learning Admissions and Aid Faculty Research Key Research Areas Research News Recent Grants and Awards Search People by Areas of Expertise Computing and Information Sciences Ph.D. || ESL Global Cybersecurity Institute Contact myRIT News Directory Golisano College of Computing and Information Sciences ✕ Future Students Current Students Parents Faculty and Staff Alumni Partners Request Info Visit Apply Give Future Students Current Students Parents Faculty and Staff Alumni Partners Request Info...,Pengcheng Shi | Golisano College of Computing and Information Sciences | RIT CSS --> JS --> Skip to main content RIT Logo with Text ✕ Request Info Visit Apply Give Mobile main navigation About Overview Leadership Accreditation Facilities Student Clubs Faculty Openings Student Resources Centers and Institutes Office...,"CISC-897 PHD Research Co-op 0 Credits This course provides an opportunity for PhD students to complete a formal internship in a business, industry, government, educational, or research setting.",missing_research_description
Rochester Inst. of Technology,57,Pengfei Li,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://people.rit.edu/pflics,,faculty_page,"areas=ai,nlp,vision; verified_by=official_domain","Matthew Andrews , where I focused on autonomous warehouse operations with digital twins.",artificial intelligence; machine learning; language models; robotics,"In the summer of 2023, I was fortunate to intern at Nokia Bell Labs, mentored by Dr. || ✨✨✨ Perspective Students : I am currently seeking self-motivated and curious PhD students to join my research group starting in Spring/Fall 2026 .",UNKNOWN,✨✨✨ Perspective Students : I am currently seeking self-motivated and curious PhD students to join my research group starting in Spring/Fall 2026 .,missing_ra_opportunity_cues
Rochester Inst. of Technology,57,Qi Yu 0001,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/mining/qi-yu,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain",UNKNOWN,artificial intelligence; machine learning; deep learning; computer vision; language models; data mining,"Qi Yu | Machine Learning and Data Intensive Computing | RIT CSS --> JS --> Skip to main content RIT Logo with Text ✕ Mobile main navigation Research People News Publications Machine Learning and Data Intensive Computing ✕ Future Students Current Students Parents Faculty and Staff Alumni Partners Request Info Visit... || Address and Phone Rochester Institute of Technology 168 Lomb Memorial Drive Rochester, NY 14623-5604 Get Daily News & Events --> Footer Main navigation Research People News Publications Research Publications People News Research People News Publications RIT logo and full name (footer) Address and Phone 1 Lomb...",students MS students Get Involved The Mining lab is constantly looking for students passionate in machine learning and AI to join the team.,UNKNOWN,missing_research_description; missing_advising_cues
Rochester Inst. of Technology,57,Richard Zanibbi,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.cs.rit.edu/~rlaz,,faculty_page,areas=vision; verified_by=official_domain,"My research interests include information retrieval, document recognition, pattern recognition, and machine learning.",artificial intelligence; machine learning; information retrieval,"Recently I co-authored a book on mathematical information retrieval for Foundations and Trends in Information Retrieval (pdf link can be found below), and gave a brief invited talk on the dprl lab's work at a theoretical physics and AI symposium held at the Perimeter Institute in April 2025. || I served as Program Co-Chair for ICDAR 2023 , and chaired the ICFHR 2018 , DRR 2012 , and DRR 2013 conferences in the document recognition research community.",UNKNOWN,( June 27 ) Congratulations to my PhD student Dr.,missing_ra_opportunity_cues
Rochester Inst. of Technology,57,Roshan Lalintha Peiris,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/directory/rxpics-roshan-peiris,,faculty_page,areas=ai; verified_by=official_domain,"His research interests include Virtual/Augmented Reality, Haptics, Wearable Technologies, and Accessibility with a particular focus on human-computer interaction.",artificial intelligence; language models; robotics,"New York, NY: Springer, 2024. || New York, NY: Springer, 2024.",UNKNOWN,UNKNOWN,missing_ra_opportunity_cues; missing_advising_cues
Rochester Inst. of Technology,57,Rui Li 0002,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/directory/rxlics-rui-li,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain",UNKNOWN,artificial intelligence; machine learning; deep learning; computer vision; natural language processing; computational biology; robotics; reinforcement learning,"In the News --> March 27, 2026 RIT researchers build funding momentum A new cohort of faculty researchers is representing how the university continues to grow its research ecosystem. || October 6, 2025 RIT researchers use machine learning to better understand the pathways of disease A new project funded by the National Institutes of Health is using artificial intelligence to map the full journey of illnesses and discover entirely new disease pathways.",UNKNOWN,UNKNOWN,missing_research_description; missing_ra_opportunity_cues; missing_advising_cues
Rochester Inst. of Technology,57,Varsha Dani,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/directory/vxdvcs-varsha-dani,,faculty_page,"areas=ai,mlmining; verified_by=official_domain",CSCI-761 Topics in Advanced Algorithms 3 Credits This course focuses on advanced algorithms and data structures in a specialized area of computer science or in a specific scientific domain.,computer vision; robotics,"RIT logo and full name (footer) Address and Phone 1 Lomb Memorial Drive Rochester, NY 14623 585-475-2411 Website feedback Sign up for RIT news About Academics Experiential Learning Admissions and Aid Research RIT Life Athletics News Copyright © Rochester Institute of Technology.",UNKNOWN,UNKNOWN,missing_ra_opportunity_cues; missing_advising_cues
Rochester Inst. of Technology,57,Weijie Zhao 0001,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.cs.rit.edu/~wjz,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain",UNKNOWN,artificial intelligence; machine learning; language models,PhD Position Fall 2026 Bio I received my Ph.D. || Jun Woo Chung 08/2022 - present Huawei Lin 08/2022 - present Guo Zhao 08/2025 - present Publications [Google Scholar] [DBLP] Funding National Science Foundation (NSF CAREER): Defending Machine Learning Models from Adversarial Threats via Unified Interpretability and Attribution (2026-2031) National Science...,UNKNOWN,"Weijie Zhao Weijie Zhao 赵炜捷 Assistant Professor Department of Computer Science Golisano College of Computing and Information Sciences Rochester Institute of Technology Rochester, NY 14623 Email: the username is wjz and the domain name is cs.rit.edu Office: GOL-3545 I am looking for one PhD student focusing on AI...",missing_research_description; missing_ra_opportunity_cues
Rochester Inst. of Technology,57,Xumin Liu,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.cs.rit.edu/people/faculty/xl,,faculty_page,areas=mlmining; verified_by=official_domain,UNKNOWN,artificial intelligence; machine learning; computer vision; robotics,Visit Campus Experiential Learning Admissions and Aid Faculty Research Key Research Areas Research News Recent Grants and Awards Search People by Areas of Expertise Computing and Information Sciences Ph.D. || ESL Global Cybersecurity Institute Contact myRIT News Directory Golisano College of Computing and Information Sciences ✕ Future Students Current Students Parents Faculty and Staff Alumni Partners Request Info Visit Apply Give Future Students Current Students Parents Faculty and Staff Alumni Partners Request Info...,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT CSS --> JS --> Skip to main content RIT Logo with Text ✕ Request Info Visit Apply Give Mobile main navigation About Overview Leadership Accreditation Facilities Student Clubs Faculty Openings Student Resources Centers and...,"At CS@RIT, we are excited about the future and invite current and prospective students, alumni, colleagues, stakeholders to connect and engage with us.",missing_research_description
Rochester Inst. of Technology,57,Yangming Li,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://people.rit.edu/ymliee,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain",UNKNOWN,robotics,"Recruitment for Fall 2025 has concluded ; there will be no recruitment for Spring. || Contact Us > Address and Phone Rochester Institute of Technology 168 Lomb Memorial Drive Rochester, NY 14623-5604 Get Daily News & Events --> Footer Main navigation Home People Research Overview Medical Information Processing Supervised Autonomy in Robotic Surgery Simultaneous Localization and Mapping (SLAM)...",Announcement: RoCAL has openings for 2 fully funded Ph.D.,UNKNOWN,missing_research_description; missing_advising_cues
Rochester Inst. of Technology,57,Yiqin Zhao,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/directory/yzigm-yiqin-zhao,,faculty_page,areas=vision; verified_by=official_domain,"My current research focuses on building AI models and system support for real-world applications in dynamic contexts, with a special emphasis on enabling the seamless integration between virtual contents and the physical world.",artificial intelligence; language models,"from Worcester Polytechnic Institute (WPI) in August 2025. || In the News February 12, 2026 Zhao recieves Nvidia grant More News RIT logo and full name (footer) Address and Phone 1 Lomb Memorial Drive Rochester, NY 14623 585-475-2411 Website feedback Sign up for RIT news About Academics Experiential Learning Admissions and Aid Research RIT Life Athletics News Copyright ©...",UNKNOWN,UNKNOWN,missing_ra_opportunity_cues; missing_advising_cues
Washington University in St. Louis,58,Aaron F. Bobick,Home | WashU Computer Science & Engineering,https://engineering.washu.edu/faculty/Aaron-Bobick.html,,faculty_page,"areas=ai,vision; verified_by=official_domain","McKelvey Professor Computer Science & Engineering Phone 314-935-6350 Office Brauer Hall, Room 1019 afb@wustl.edu Google Scholar Education PhD, Massachusetts Institute of Technology, 1987 SB, Massachusetts Institute of Technology, 1981 Expertise Studies how robots can more efficiently interact with objects Biography...",computer vision; robotics,News Explore the latest news from the school with stories ranging from groundbreaking research to how McKelvey Engineering students are making an impact in the world. || Affiliations Imaging Science PhD Program In the News St.,UNKNOWN,Aaron Bobick | WashU McKelvey School of Engineering Skip to content Information for: Prospective Students Current Students Faculty & Staff Alumni Industry Apply Now!,missing_ra_opportunity_cues
Washington University in St. Louis,58,Chongjie Zhang,Home | WashU Computer Science & Engineering,https://engineering.washu.edu/faculty/Chongjie-Zhang.html,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain",UNKNOWN,artificial intelligence; machine learning; reinforcement learning; human-ai interaction,News Explore the latest news from the school with stories ranging from groundbreaking research to how McKelvey Engineering students are making an impact in the world. || Biography Zhang joined the Department of Computer Science & Engineering at Washington University in Fall 2023.,UNKNOWN,Chongjie Zhang | WashU McKelvey School of Engineering Skip to content Information for: Prospective Students Current Students Faculty & Staff Alumni Industry Apply Now!,missing_research_description; missing_ra_opportunity_cues
Washington University in St. Louis,58,Fuhai Li 0001,Home | WashU Computer Science & Engineering,https://engineering.washu.edu/faculty/Fuhai-Li.html,,faculty_page,"areas=bio,mlmining; verified_by=official_domain",UNKNOWN,artificial intelligence; language models,News Explore the latest news from the school with stories ranging from groundbreaking research to how McKelvey Engineering students are making an impact in the world.,UNKNOWN,Fuhai Li | WashU McKelvey School of Engineering Skip to content Information for: Prospective Students Current Students Faculty & Staff Alumni Industry Apply Now!,missing_research_description; missing_ra_opportunity_cues
Washington University in St. Louis,58,Gregory Kehne,Home | WashU Computer Science & Engineering,https://engineering.washu.edu/faculty/Gregory-Kehne.html,,faculty_page,"areas=ai,mlmining; verified_by=official_domain","He studies online and approximation algorithms, computational social choice, and algorithms for the study and improvement of collective decision-making.",artificial intelligence; machine learning,"News Explore the latest news from the school with stories ranging from groundbreaking research to how McKelvey Engineering students are making an impact in the world. || Previously, he was a doctoral student at Harvard in the EconCS Group, which pursues research, both theoretical and experimental, on artificial intelligence and algorithms for social and economic impact, and where he was a 2023 Siebel Scholarship recipient.",UNKNOWN,Gregory Kehne | WashU McKelvey School of Engineering Skip to content Information for: Prospective Students Current Students Faculty & Staff Alumni Industry Apply Now!,missing_ra_opportunity_cues
Washington University in St. Louis,58,Jiaxin Huang 0001,Home | WashU Computer Science & Engineering,https://engineering.washu.edu/faculty/Jiaxin-Huang.html,,faculty_page,"areas=mlmining,nlp; verified_by=official_domain",Her research primarily focuses on leveraging large language models to enable label‑efficient knowledge acquisition and utilization.,artificial intelligence; machine learning; natural language processing; language models; data mining,News Explore the latest news from the school with stories ranging from groundbreaking research to how McKelvey Engineering students are making an impact in the world. || Biography She earned a doctorate in computer science from University of Illinois at Urbana-Champaign in 2023 and a bachelor’s degree in electrical engineering at Tsinghua University in Beijing in 2018.,UNKNOWN,Jiaxin Huang | WashU McKelvey School of Engineering Skip to content Information for: Prospective Students Current Students Faculty & Staff Alumni Industry Apply Now!,missing_ra_opportunity_cues
Washington University in St. Louis,58,Nathan Jacobs,Home | WashU Computer Science & Engineering,https://engineering.washu.edu/faculty/Nathan-Jacobs.html,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain","He has applied this expertise in many application domains, with a particular focus on geospatial and medical applications.",artificial intelligence; machine learning; computer vision; natural language processing; medical imaging,"News Explore the latest news from the school with stories ranging from groundbreaking research to how McKelvey Engineering students are making an impact in the world. || In the News Ignite Interdisciplinary Grant awardees announced Program supports innovative, interdisciplinary research focused on public health across WashU.",UNKNOWN,Nathan Jacobs | WashU McKelvey School of Engineering Skip to content Information for: Prospective Students Current Students Faculty & Staff Alumni Industry Apply Now!,missing_ra_opportunity_cues
Washington University in St. Louis,58,Netanel Raviv,Home | WashU Computer Science & Engineering,https://sites.wustl.edu/ravivlab,https://sites.wustl.edu/ravivlab,lab_page,areas=mlmining; verified_by=lab_page+school_name_on_page,"My research focuses in applications of coding techniques to computation, privacy, and storage.",UNKNOWN,"Louis Raviv Lab Open Menu Back Close Menu Search for: Search Close Search Home News Teaching Publications Members Open Search I am an Assistant Professor in the Department of Computer Science and Engineering , McKelvey School of Engineering, Washington University in Saint Louis. || netanel.raviv@wustl.edu ©2026 Washington University in St.",UNKNOWN,UNKNOWN,missing_research_tags; missing_ra_opportunity_cues; missing_advising_cues
Washington University in St. Louis,58,Qinghua Liu,Home | WashU Computer Science & Engineering,https://engineering.washu.edu/faculty/Qinghua-Liu.html,,faculty_page,"areas=bio,mlmining; verified_by=official_domain",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,fetch_failed; missing_research_description; missing_research_tags; missing_recent_work_cues; missing_ra_opportunity_cues; missing_advising_cues
Washington University in St. Louis,58,Ulugbek Kamilov,Home | WashU Computer Science & Engineering,https://cigroup.wustl.edu,https://cigroup.wustl.edu,lab_page,"areas=mlmining,vision; verified_by=lab_page+school_name_on_page",UNKNOWN,artificial intelligence; deep learning; computer vision,"2023 – 2022 – 2021 – 2019 – 2018 Latest News May 2025 : Plug-and-Play Priors as a Score-Based Method was accepted to IEEE ICIP 2025 . || May 2025 : Welcome to Xiao Shi, Emily Seligson, Eugene Joo, Sam Kang, Dijkstra Liu, and Mingi Kang, who have joined CIG as summer research interns.",UNKNOWN,UNKNOWN,missing_research_description; missing_ra_opportunity_cues; missing_advising_cues
Washington University in St. Louis,58,Yixin Chen 0001,Home | WashU Computer Science & Engineering,https://engineering.washu.edu/faculty/Yixin-Chen.html,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain",UNKNOWN,artificial intelligence; machine learning; language models,"News Explore the latest news from the school with stories ranging from groundbreaking research to how McKelvey Engineering students are making an impact in the world. || In the News Three McKelvey faculty elected to AAAS Yixin Chen, Lori Setton and Joshua Yuan were among eleven WashU faculty members elected.",UNKNOWN,Yixin Chen | WashU McKelvey School of Engineering Skip to content Information for: Prospective Students Current Students Faculty & Staff Alumni Industry Apply Now!,missing_research_description; missing_ra_opportunity_cues
